"id_orcamento","data_ano","nome_unidade","nome_programa","nome_acao","dotacao_atual","empenhado","liquidado","pago"
"173","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Recepção de Imagens e Geração de Produtos de Satélites","4800000","4443287","2996420","2996420"
"171","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Complementação da Infra-Estrutura Geral do Centro de Lançamento de Alcântara","22500000","22317034","3210464","3189887"
"162","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Transporte aos Servidores e Empregados","45980","27979","27979","27979"
"169","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Participação Brasileira no Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS","93355000","93302156","56613580","56585593"
"175","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Operação do Sistema de Coleta de Dados","400000","367124","247071","242576"
"163","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Alimentação aos Servidores e Empregados","104970","88493","88493","88493"
"156","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Satélites de Sensoriamento Remoto","14184400","13474796","11945604","10692191"
"165","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Gestão e Administração do Programa","11272839","8517389","8237868","8211819"
"166","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento da Infra-Estrutura de Apoio às Atividades Espaciais","11900000","11886956","3077518","3077518"
"152","2007","Agência Espacial Brasileira","PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO","Pagamento de Aposentadorias e Pensões - Servidores Civis","83205","73979","73979","73979"
"176","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Segmento de Aplicações do Satélite Sino-Brasileiro (CBERS)","2645000","2440371","1283188","1283188"
"157","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação do Centro Espacial de Alcântara - CEA","2000000","0","0","0"
"181","2007","Agência Espacial Brasileira","Gestão da Participação em Organismos Internacionais","Contribuição a International Astronautical Federation - IAF","6500","3873","3873","3873"
"170","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Participação Brasileira na Estação Espacial Internacional - ISS","200000","0","0","0"
"168","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Capacitação de Especialistas do Setor Espacial","300000","90304","53597","53597"
"160","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Médica e Odontológica aos Servidores, Empregados e seus Dependentes","27720","20714","20714","20714"
"174","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","1600000","1407000","624774","624774"
"178","2007","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Veículos Lançadores de Satélites","26170000","25916355","2235702","2170460"
"198","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento e Atualização do Laboratório de Integração e Testes","2500000","2499518","2233209","2181237"
"189","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Amazônia-1","10800000","10782258","8973914","8966608"
"209","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Veículos Lançadores de Satélites","24778368","24989121","2556264","2360917"
"211","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa e Desenvolvimento em Tecnologias Associadas a Veículos Espaciais","8590643","7522208","862520","797901"
"208","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Produtos e Processos Inovadores para o Setor Espacial","4438000","4434865","3346317","3286505"
"207","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa e Aplicações de Dados de Satélites de Observação da Terra","2695000","2694046","2266086","2245354"
"195","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Pré-escolar aos Dependentes dos Servidores e Empregados","5705","5542","5542","5542"
"205","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Apoio a Projetos de Pesquisa e Desenvolvimento no Setor Espacial","2350000","2350000","1986219","1978259"
"185","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais","49182","39055","39055","39055"
"210","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Foguetes de Sondagem","3283401","2144752","312848","147007"
"184","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Satélites de Comunicação e Meteorologia","200000","0","0","0"
"192","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Capacitação de Especialistas do Sistema Nacional de Desenvolvimento das Atividades Espaciais","270000","0","0","0"
"183","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação do Sistema de Metrologia, Normalização e Certificação para a Área Espacial","919608","902932","651112","630330"
"204","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Controle de Satélites, Recepção, Geração, Armazenamento e Distribuição de Dados","6772500","6755533","5608149","5600389"
"188","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite de Sensoriamento Remoto com Imageador Radar - MAPSAR","1000000","1000000","756376","753487"
"202","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Complementação da Infra-Estrutura Geral do Centro de Lançamento de Alcântara","6803466","6803466","0","0"
"196","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Transporte aos Servidores e Empregados","36887","22499","22499","22499"
"197","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Alimentação aos Servidores e Empregados","93305","88352","88352","88352"
"191","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-4","7200000","7193860","5341196","5339656"
"199","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Gestão e Administração do Programa","11036875","9984818","7271477","7271477"
"200","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento da Infra-Estrutura de Apoio às Atividades Espaciais","14242574","14187201","4679994","4660918"
"187","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite do Programa Internacional de Medidas de Precipitação - GPM-Br","1000000","999271","396064","396064"
"182","2008","Agência Espacial Brasileira","PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO","Pagamento de Aposentadorias e Pensões - Servidores Civis","87250","81587","81587","81587"
"203","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa em Ciência Espacial","2100000","2099647","1357837","1355497"
"190","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-3","47280786","47280188","40256333","40010834"
"212","2008","Agência Espacial Brasileira","Gestão da Participação em Organismos Internacionais","Contribuição a International Astronautical Federation - IAF","6500","3747","3747","3747"
"193","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Estudos para a implantação do Centro Espacial de Alcântara - CEA","40000000","39847760","0","0"
"194","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Médica e Odontológica aos Servidores, Empregados e seus Dependentes","26769","25741","25741","25741"
"201","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Capacitação de Especialistas do Setor Espacial","108000","81062","31062","31062"
"206","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","1760000","1759591","1588443","1588443"
"186","2008","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Lattes","1500000","1494596","900921","900921"
"222","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-3","56998839","56992553","51701036","51689971"
"225","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Médica e Odontológica aos Servidores, Empregados e seus Dependentes","26149","23720","23720","23720"
"232","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Capacitação de Especialistas do Setor Espacial","378000","325889","40390","40390"
"236","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","1760000","1228961","569113","569113"
"218","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Lattes","2500000","2499802","2272748","2261416"
"229","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento e Atualização do Laboratório de Integração e Testes","2500000","2500000","1731855","1731855"
"221","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Amazônia-1","30800000","30799923","28936607","28931584"
"239","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Veículos Lançadores de Satélites","31706054","27948800","4817377","4817377"
"241","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa e Desenvolvimento em Tecnologias Associadas a Veículos Espaciais","11572273","8716860","831758","831017"
"238","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Produtos e Processos Inovadores para o Setor Espacial","4188000","4187244","3519291","3519291"
"237","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa e Aplicações de Dados de Satélites de Observação da Terra","2545000","2538663","2127950","2127950"
"226","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Pré-escolar aos Dependentes dos Servidores e Empregados","7918","6973","6973","6973"
"235","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Apoio a Projetos de Pesquisa e Desenvolvimento no Setor Espacial","2160000","2160000","0","0"
"217","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais","37195","30084","30084","30084"
"240","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Foguetes de Sondagem","3411074","1684979","199931","196208"
"215","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Satélites de Comunicação e Meteorologia","200000","0","0","0"
"214","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação do Sistema de Metrologia, Normalização e Certificação para a Área Espacial","900000","808716","381378","381378"
"234","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Controle de Satélites, Recepção, Geração, Armazenamento e Distribuição de Dados","7035000","7032130","5250461","5247092"
"220","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite de Sensoriamento Remoto com Imageador Radar - MAPSAR","7000000","6999937","6991877","6991877"
"227","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Transporte aos Servidores e Empregados","31460","22751","22751","22751"
"223","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-4","7000000","6999684","6605450","6605450"
"228","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Alimentação aos Servidores e Empregados","101640","91414","91414","91414"
"216","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação do Centro Espacial de Alcântara - CEA","100000000","92681934","6051881","6027256"
"230","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Gestão e Administração do Programa","11042427","10956554","7826117","7826117"
"231","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento da Infra-Estrutura de Apoio às Atividades Espaciais","17684835","15622543","5791228","5702462"
"224","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Médica aos Servidores e Empregados - Exames Periódicos","1000","0","0","0"
"213","2009","Agência Espacial Brasileira","PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO","Pagamento de Aposentadorias e Pensões - Servidores Civis","98885","96848","96848","96848"
"233","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa em Ciência Espacial","2100000","2094364","1188480","1188480"
"219","2009","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite do Programa Internacional de Medidas de Precipitação - GPM-Br","2000000","1999939","1684171","1684171"
"261","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento da Infra-Estrutura de Apoio às Atividades Espaciais","22241229","21063377","6550417","6549247"
"254","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Médica aos Servidores e Empregados - Exames Periódicos","5418","4251","4251","4251"
"260","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Gestão e Administração do Programa","17207068","15595942","11965988","11965988"
"262","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa em Ciência Espacial","3100000","3091287","756297","721297"
"248","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite do Programa Internacional de Medidas de Precipitação - GPM-Br","2000000","1999587","235335","235335"
"242","2010","Agência Espacial Brasileira","PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO","Pagamento de Aposentadorias e Pensões - Servidores Civis","106513","104545","104545","104545"
"251","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-3","67700000","67700000","40401759","40356409"
"255","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Médica e Odontológica aos Servidores, Empregados e seus Dependentes","47620","42337","42337","42337"
"247","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Lattes","5000000","4999336","2986360","2986360"
"265","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","1760000","1753408","1753408","1753408"
"259","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento e Atualização do Laboratório de Integração e Testes","3500000","3498867","1480121","1480121"
"268","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Veículos Lançadores de Satélites","32700000","27114345","3038794","2850869"
"250","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Amazônia-1","40000000","39993824","16568950","16568950"
"270","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa e Desenvolvimento em Tecnologias Associadas a Veículos Espaciais","11700000","6664018","1840026","1828462"
"267","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Produtos e Processos Inovadores para o Setor Espacial","5000000","4961377","1627869","1617869"
"266","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa e Aplicações de Dados de Satélites de Observação da Terra","2545000","2544054","944086","874786"
"256","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Pré-escolar aos Dependentes dos Servidores e Empregados","7980","7363","7363","7363"
"245","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação do Complexo Espacial de Alcântara - CEA","35100000","33700323","2112854","2112854"
"253","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Capacitação de Especialistas do Sistema Nacional de Desenvolvimento das Atividades Espaciais","1000000","447000","447000","447000"
"264","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Apoio a Projetos de Pesquisa e Desenvolvimento no Setor Espacial","2350000","2340000","2201000","2201000"
"246","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais","41904","29997","29997","29997"
"269","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Foguetes de Sondagem","3500000","1830310","636519","624306"
"244","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Satélites de Comunicação e Meteorologia","200000","200000","200000","200000"
"243","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação do Sistema de Metrologia, Normalização e Certificação para a Área Espacial","3400000","1785326","459709","454051"
"263","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Controle de Satélites, Recepção, Geração, Armazenamento e Distribuição de Dados","11200000","11199444","7089208","7079208"
"249","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite de Sensoriamento Remoto com Imageador Radar - MAPSAR","8570000","8568359","5677544","5677544"
"257","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Transporte aos Servidores e Empregados","23704","21789","21789","21789"
"252","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-4","7000000","6928186","3886442","3886442"
"258","2010","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Alimentação aos Servidores e Empregados","178295","174495","174495","174495"
"287","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Transporte aos Servidores e Empregados","28708","21371","21371","21371"
"281","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-4","14130000","11741724","2429771","1965750"
"288","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Auxílio-Alimentação aos Servidores e Empregados","178944","176596","176596","176596"
"282","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação de Planetários e Laboratórios para Difusão da Cultura Espacial","450000","0","0","0"
"284","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Médica aos Servidores e Empregados - Exames Periódicos","5418","0","0","0"
"290","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Gestão e Administração do Programa","18939273","16407262","11231905","11231905"
"292","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa em Ciência Espacial","3100000","2174833","607743","607743"
"277","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite do Programa Internacional de Medidas de Precipitação - GPM-Br","2000000","2000000","0","0"
"291","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento da Infraestrutura de Apoio às Atividades Espaciais","21464106","18698349","7463825","6540545"
"271","2011","Agência Espacial Brasileira","PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO","Pagamento de Aposentadorias e Pensões - Servidores Civis","117033","115425","115425","115425"
"280","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-3","54000000","52268088","22790262","21141897"
"285","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Médica e Odontológica aos Servidores, Empregados e seus Dependentes","47532","44193","44193","44193"
"276","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Lattes","9270000","9210792","4764009","2870916"
"295","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","1584000","1529749","1529749","1529749"
"289","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Funcionamento e Atualização do Laboratório de Integração e Testes","3500000","2699843","716889","334702"
"298","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Veículos Lançadores de Satélites","16230000","16296191","4568616","2884360"
"279","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite Amazônia-1","37144299","37075692","17838461","16929158"
"300","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa e Desenvolvimento em Tecnologias Associadas a Veículos Espaciais","6030000","4580444","689155","689155"
"297","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Produtos e Processos Inovadores para o Setor Espacial","5000000","4820939","2717234","2715298"
"296","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Pesquisa e Aplicações de Dados de Satélites de Observação da Terra","2545000","2387605","1483711","1483711"
"286","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Assistência Pré-escolar aos Dependentes dos Servidores e Empregados","8356","7975","7975","7975"
"274","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação do Complexo Espacial de Alcântara - CEA","39700000","39688851","27756529","27648569"
"283","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Capacitação de Especialistas do Sistema Nacional de Desenvolvimento das Atividades Espaciais","900000","100000","0","0"
"294","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Apoio a Projetos de Pesquisa e Desenvolvimento no Setor Espacial","2174000","2173380","2173380","2173380"
"275","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais","43347","34032","34032","34032"
"273","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento de Satélites de Comunicação e Meteorologia","200000","200000","200000","200000"
"299","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento e Lançamento de Foguetes de Sondagem","3150000","2570436","1624259","764894"
"272","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Implantação do Sistema de Metrologia, Normalização e Certificação para a Área Espacial","3060000","1626494","445578","445578"
"293","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Controle de Satélites, Recepção, Geração, Armazenamento e Distribuição de Dados","11200000","10922626","5980567","5980567"
"278","2011","Agência Espacial Brasileira","Nacional de Atividades Espaciais - Pnae","Desenvolvimento do Satélite de Sensoriamento Remoto com Imageador Radar - MAPSAR","3600000","3600000","0","0"
"303","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento de Satélites de Comunicação e Meteorologia","1000000","0","0","0"
"317","2012","Agência Espacial Brasileira","Política Espacial","Pesquisa e Desenvolvimento de Tecnologias para o Setor Espacial","5464952","0","0","0"
"302","2012","Agência Espacial Brasileira","Política Espacial","Implantação do Sistema de Metrologia, Normalização e Certificação para a Área Espacial","3600000","2078646","304087","303551"
"322","2012","Agência Espacial Brasileira","Política Espacial","Controle de Satélites, Recepção, Geração, Armazenamento e Distribuição de Dados","11200000","8482809","5076170","4606331"
"313","2012","Agência Espacial Brasileira","Política Espacial","Concepção e Análise de Viabilidade de Novas Missões Espaciais","4000000","2019739","1079523","1079523"
"325","2012","Agência Espacial Brasileira","Política Espacial","Pesquisa, Aplicações e Desenvolvimento Tecnológico com Dados de Satélites de Observação da Terra","2545000","989052","787572","787572"
"336","2012","Agência Espacial Brasileira","Programa de Gestão e Manutenção do Ministério da Ciência, Tecnologia e Inovação","Auxílio-Transporte aos Servidores e Empregados","30000","19727","19727","19727"
"337","2012","Agência Espacial Brasileira","Programa de Gestão e Manutenção do Ministério da Ciência, Tecnologia e Inovação","Auxílio-Alimentação aos Servidores e Empregados","180000","174855","174855","174855"
"310","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-4","52624098","31384697","24007889","23612827"
"314","2012","Agência Espacial Brasileira","Política Espacial","Pesquisa e Desenvolvimento no Sistema Científico Brasileiro de Previsão do Clima Espacial","200000","85630","0","0"
"326","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento de Produtos e Processos para Componentes e Subsistemas de Satélites","5000000","3068764","1993028","1993028"
"318","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento e Lançamento de Satélites","18956240","0","0","0"
"333","2012","Agência Espacial Brasileira","Programa de Gestão e Manutenção do Ministério da Ciência, Tecnologia e Inovação","Administração da Unidade","17688025","11772534","6914008","6884423"
"331","2012","Agência Espacial Brasileira","Programa de Gestão e Manutenção do Ministério da Ciência, Tecnologia e Inovação","Assistência Médica aos Servidores e Empregados - Exames Periódicos","5418","0","0","0"
"315","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento, Manutenção e Atualização da Infraestrutura Espacial","3910848","0","0","0"
"328","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento e Lançamento de Foguetes Suborbitais","3500000","995605","962934","962934"
"306","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento do Satélite de Medida de Precipitação","200000","200000","0","0"
"301","2012","Agência Espacial Brasileira","PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO","Pagamento de Aposentadorias e Pensões - Servidores Civis","124400","119516","119516","119516"
"309","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-3","3000000","2425728","2385728","2338551"
"334","2012","Agência Espacial Brasileira","Programa de Gestão e Manutenção do Ministério da Ciência, Tecnologia e Inovação","Assistência Médica e Odontológica aos Servidores, Empregados e seus Dependentes","45600","43738","43738","43738"
"330","2012","Agência Espacial Brasileira","Programa de Gestão e Manutenção do Ministério da Ciência, Tecnologia e Inovação","Contribuição da União para o Custeio do Regime de Previdência dos Servidores Públicos Federais","43333","39342","39342","39342"
"305","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento do Satélite Lattes","6000000","5998695","3624028","3540618"
"324","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","5000000","3723104","3723104","3723104"
"307","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento de Satélite Radar","200000","200000","200000","200000"
"319","2012","Agência Espacial Brasileira","Política Espacial","Funcionamento e Atualização do Laboratório de Integração e Testes","3500000","1952100","1457977","1457977"
"320","2012","Agência Espacial Brasileira","Política Espacial","Funcionamento e Atualização da Infraestrutura de Apoio a Veículos Espaciais","24684408","16714374","10313953","10173009"
"327","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento de Veículos Lançadores de Satélites","25557530","25404101","18536576","18276474"
"308","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento do Satélite Amazônia-1","40485500","29362415","17115293","16959557"
"316","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento e Lançamento de Foguetes Suborbitais e de Veículos Lançadores de Satélites","1023016","0","0","0"
"332","2012","Agência Espacial Brasileira","Programa de Gestão e Manutenção do Ministério da Ciência, Tecnologia e Inovação","Pagamento de Pessoal Ativo da União","3980849","3621026","3621026","3621026"
"311","2012","Agência Espacial Brasileira","Política Espacial","Desenvolvimento do Satélite Sabia-Mar","200000","200000","200000","200000"
